"site","longitude","latitude","annual_temp","annual_prec","gsl"
"_00800000041101050691",6.33967850240432,47.0414829549532,86.4011742574085,1418.32313764158,221
"_00800000041201050691",6.33967850240432,47.0414829549532,86.4011742574085,1418.32313764158,221
"_00800000041401050691",6.33967850240432,47.0414829549532,86.4011742574085,1418.32313764158,221
"_00800000041601050691",6.33967850240432,47.0414829549532,86.4011742574085,1418.32313764158,221
"_00800000041801050691",6.33967850240432,47.0414829549532,86.4011742574085,1418.32313764158,221
"_00800000042201050691",5.88800799364969,46.7293144583768,100.156383911284,1265.75055649248,231
"_00800000042301050691",5.88800799364969,46.7293144583768,100.156383911284,1265.75055649248,231
"_00800000050701005998",6.54886896641899,47.2154830342244,89.5289169137286,1248.96445319743,220
"_00800000051501005998",6.56445342336693,47.2510517094389,88.4148604070345,1329.75810380549,220
"_00800000051601005998",6.54886896641899,47.2154830342244,89.5289169137286,1248.96445319743,220
"_00800000363301264817",5.74848274618049,46.5615557256211,101.980033740615,1493.60310091646,242
"_00800000466101570284",5.9412445901747,46.5026989185342,90.420233632446,1485.43474175395,198
"_00800000466301570284",5.96534821639133,46.4660326153967,76.3002921249879,1729.93662640679,198
"_00800000466401570284",5.96534821639133,46.4660326153967,76.3002921249879,1729.93662640679,198
"_00800000466501570284",5.96534821639133,46.4660326153967,76.3002921249879,1729.93662640679,198
"_00800000466601570284",5.96534821639133,46.4660326153967,76.3002921249879,1729.93662640679,198
"_00800000466701570284",5.96534821639133,46.4660326153967,76.3002921249879,1729.93662640679,198
"_00800000466801570284",5.96534821639133,46.4660326153967,76.3002921249879,1729.93662640679,198
"_00800000467001570284",5.90358865125372,46.5306933819246,82,1507.32108464185,204
